88,7104,-4054,-604,-14,-9,-7,305,306,310
10056,7084,-4108,-624,-17,-11,-13,305,302,300
16544,7084,-4108,-624,-17,-11,-13,304,303,331
23032,7084,-4108,-624,-17,-11,-13,304,303,290
29544,7088,-4042,-528,-19,10,-11,303,304,285
35944,7088,-4042,-528,-19,10,-11,301,300,332
42336,7088,-4042,-528,-19,10,-11,305,304,287
48752,7146,-4042,-610,-15,26,-4,303,303,307
55072,7146,-4042,-610,-15,26,-4,305,304,288
61400,7146,-4042,-610,-15,26,-4,305,304,318
67720,7118,-4062,-632,6,-7,2,303,303,261
73808,7118,-4062,-632,6,-7,2,306,304,323
79876,7118,-4062,-632,6,-7,2,304,303,259
85972,7080,-4106,-618,-17,-14,7,304,303,332
92296,7080,-4106,-618,-17,-14,7,306,304,297
98620,7036,-4050,-610,-4,1,5,306,303,313
104700,7036,-4050,-610,-4,1,5,306,307,262
110840,7036,-4050,-610,-4,1,5,303,301,301
116968,7132,-4114,-566,-2,26,-6,303,302,307
123284,7132,-4114,-566,-2,26,-6,306,303,294
129600,7132,-4114,-566,-2,26,-6,303,303,316
135888,7208,-4122,-612,-19,24,-12,305,305,310
142356,7208,-4122,-612,-19,24,-12,305,302,300
148824,7208,-4122,-612,-19,24,-12,304,301,295
155288,7206,-3990,-694,-4,-24,16,307,302,299
161672,7206,-3990,-694,-4,-24,16,301,302,303
168060,7206,-3990,-694,-4,-24,16,305,304,307
174460,7030,-4096,-614,19,-31,23,305,300,282
180848,7030,-4096,-614,19,-31,23,303,301,293
187228,6870,-4182,-518,-9,-16,6,305,306,352
193528,6870,-4182,-518,-9,-16,6,307,301,213
199828,6870,-4182,-518,-9,-16,6,303,302,330
206132,7082,-4216,-554,-33,30,-1,306,302,310
212528,7082,-4216,-554,-33,30,-1,302,303,277
218908,7082,-4216,-554,-33,30,-1,305,305,339
225284,7194,-4116,-634,-26,2,10,306,302,287
231592,7194,-4116,-634,-26,2,10,304,303,282
237884,7194,-4116,-634,-26,2,10,304,305,313
244184,7184,-4066,-676,-19,-33,12,305,301,287
250668,7184,-4066,-676,-19,-33,12,300,304,358
257132,7014,-4070,-586,-19,-33,12,308,299,241
263600,7014,-4070,-586,-15,-14,-4,302,303,303
270064,7014,-4070,-586,-15,-14,-4,304,307,331
276524,7184,-4212,-604,-22,16,-6,304,304,261
282904,7184,-4212,-604,-22,16,-6,303,304,333
289292,7184,-4212,-604,-22,16,-6,308,305,287
295672,7272,-4016,-700,-17,21,1,303,303,279
301988,7272,-4016,-700,-17,21,1,307,305,315
308288,7272,-4016,-700,-17,21,1,305,303,299
314588,7208,-4092,-624,29,-16,-5,304,302,311
320972,7208,-4092,-624,29,-16,-5,303,305,258
327364,7208,-4092,-624,29,-16,-5,305,297,315
333752,7090,-4118,-582,0,-16,-11,303,307,303
340140,7090,-4118,-582,0,-16,-11,307,303,280
346528,7058,-4162,-616,-23,24,-5,303,304,278
352924,7058,-4162,-616,-23,24,-5,304,306,305
359312,7058,-4162,-616,-23,24,-5,301,301,312
365716,7088,-4022,-676,18,23,-5,304,301,308
372020,7088,-4022,-676,18,23,-5,304,304,303
378312,7088,-4022,-676,18,23,-5,303,300,288
384616,7180,-4082,-560,-2,3,-23,305,307,323
390900,7180,-4082,-560,-2,3,-23,303,300,283
397196,7180,-4082,-560,-2,3,-23,302,301,275
403476,7132,-4010,-616,-20,30,-44,305,306,323
409944,7132,-4010,-616,-20,30,-44,302,302,259
416424,7166,-4172,-624,-20,30,-44,305,303,324
422900,7166,-4172,-624,14,47,-63,307,305,305
429288,7166,-4172,-624,14,47,-63,303,302,284
435668,7230,-4124,-658,3,38,-73,303,302,301
441968,7230,-4124,-658,3,38,-73,304,303,300
448276,7230,-4124,-658,3,38,-73,305,303,298
454576,7252,-4210,-658,12,35,-89,305,304,310
460980,7252,-4210,-658,12,35,-89,304,302,287
467360,7252,-4210,-658,12,35,-89,303,302,359
473748,7374,-4286,-518,-27,-4,-95,304,302,262
480224,7374,-4286,-518,-27,-4,-95,305,304,311
486688,7374,-4286,-518,-27,-4,-95,304,302,315
493164,7444,-4210,-594,-64,-48,-103,304,301,297
499812,7444,-4210,-594,-64,-48,-103,302,303,297
506456,7240,-4004,-778,-69,-46,-70,305,303,300
513012,7240,-4004,-778,-69,-46,-70,303,303,295
519576,7240,-4004,-778,-69,-46,-70,300,304,312
526136,7022,-4136,-588,-45,-82,-76,304,303,315
532700,7022,-4136,-588,-45,-82,-76,303,303,277
539268,7022,-4136,-588,-45,-82,-76,306,303,287
545812,7126,-4158,-618,-75,-50,-83,303,304,325
552368,7126,-4158,-618,-75,-50,-83,304,304,282
558932,7150,-3854,-674,-68,-51,-70,305,302,304
565488,7150,-3854,-674,-68,-51,-70,304,301,307
572064,7150,-3854,-674,-68,-51,-70,306,304,293
578628,7124,-3820,-560,-46,-104,-64,306,303,309
585264,7124,-3820,-560,-46,-104,-64,303,305,331
591908,7124,-3820,-560,-46,-104,-64,305,305,276
598556,6976,-4020,-710,-59,-26,-92,297,302,292
605112,6976,-4020,-710,-59,-26,-92,304,303,306
611668,7026,-3972,-784,-69,6,-89,304,304,303
618072,7026,-3972,-784,-69,6,-89,300,301,296
624464,7026,-3972,-784,-69,6,-89,308,302,306
630856,7142,-3976,-702,-11,10,-86,302,301,285
637312,7142,-3976,-702,-11,10,-86,306,307,313
643772,7142,-3976,-702,-11,10,-86,304,298,292
650248,7118,-3876,-624,-22,-28,-29,303,305,320
656808,7118,-3876,-624,-22,-28,-29,306,304,282
663384,7118,-3876,-624,-22,-28,-29,303,302,293
669936,6900,-3998,-674,-30,-15,-14,306,307,307
676496,6900,-3998,-674,-30,-15,-14,304,303,296
683048,7024,-4030,-654,-46,10,-9,304,302,306
689424,7024,-4030,-654,-46,10,-9,305,303,302
695816,7024,-4030,-654,-46,10,-9,303,303,285
702200,7280,-3876,-622,-35,-56,45,304,304,327
708668,7280,-3876,-622,-35,-56,45,305,303,279
715144,7280,-3876,-622,-35,-56,45,303,301,295
721604,7202,-3880,-642,-42,-66,49,306,305,291
728088,7202,-3880,-642,-42,-66,49,303,302,280
734560,7050,-3960,-898,-42,-66,49,304,301,334
741028,7050,-3960,-898,-78,-15,66,305,303,311
747512,7050,-3960,-898,-78,-15,66,302,303,263
753992,6956,-3966,-774,-65,-25,49,306,305,315
760456,6956,-3966,-774,-65,-25,49,304,301,295
766928,6956,-3966,-774,-65,-25,49,304,304,342
